0.2,3,30
0.2,3,30
0.2,3,40
0.2,3,40
0.2,3,40
0.2,6,80
0.2,6,70
0.2,6,60
0.2,6,80
0.2,6,60
0.2,9,130
0.2,9,120
0.2,9,100
0.2,9,130
0.2,9,130
0.2,12,120
0.2,12,130
0.2,12,180
0.2,12,130
0.2,12,150
0.2,15,170
0.2,15,190
0.2,15,200
0.2,15,180
0.2,15,170
0.2,18,220
0.2,18,220
0.2,18,270
0.2,18,180
0.2,18,220
0.2,21,230
0.2,21,240
0.2,21,310
0.2,21,260
0.2,21,320
0.2,24,330
0.2,24,300
0.2,24,290
0.2,24,290
0.2,24,320
0.2,27,360
0.2,27,280
0.2,27,360
0.2,27,390
0.2,27,350
0.2,30,390
0.2,30,370
0.2,30,330
0.2,30,370
0.2,30,370
0.3,3,50
0.3,3,30
0.3,3,50
0.3,3,30
0.3,3,40
0.3,6,90
0.3,6,60
0.3,6,60
0.3,6,140
0.3,6,100
0.3,9,110
0.3,9,100
0.3,9,150
0.3,9,110
0.3,9,150
0.3,12,170
0.3,12,120
0.3,12,220
0.3,12,170
0.3,12,160
0.3,15,190
0.3,15,270
0.3,15,220
0.3,15,210
0.3,15,220
0.3,18,260
0.3,18,210
0.3,18,280
0.3,18,280
0.3,18,240
0.3,21,300
0.3,21,370
0.3,21,310
0.3,21,330
0.3,21,270
0.3,24,320
0.3,24,350
0.3,24,360
0.3,24,370
0.3,24,380
0.3,27,390
0.3,27,390
0.3,27,460
0.3,27,380
0.3,27,450
0.3,30,410
0.3,30,400
0.3,30,360
0.3,30,360
0.3,30,420
0.4,3,50
0.4,3,50
0.4,3,70
0.4,3,60
0.4,3,60
0.4,6,90
0.4,6,80
0.4,6,100
0.4,6,100
0.4,6,70
0.4,9,210
0.4,9,140
0.4,9,120
0.4,9,110
0.4,9,150
0.4,12,210
0.4,12,220
0.4,12,170
0.4,12,140
0.4,12,210
0.4,15,310
0.4,15,210
0.4,15,320
0.4,15,290
0.4,15,250
0.4,18,320
0.4,18,310
0.4,18,330
0.4,18,380
0.4,18,330
0.4,21,280
0.4,21,320
0.4,21,380
0.4,21,270
0.4,21,500
0.4,24,370
0.4,24,360
0.4,24,410
0.4,24,470
0.4,24,440
0.4,27,440
0.4,27,470
0.4,27,450
0.4,27,380
0.4,27,420
0.4,30,620
0.4,30,460
0.4,30,590
0.4,30,520
0.4,30,450
0.5,3,60
0.5,3,90
0.5,3,70
0.5,3,170
0.5,3,30
0.5,6,140
0.5,6,140
0.5,6,130
0.5,6,230
0.5,6,210
0.5,9,210
0.5,9,310
0.5,9,280
0.5,9,170
0.5,9,110
0.5,12,300
0.5,12,200
0.5,12,210
0.5,12,300
0.5,12,380
0.5,15,360
0.5,15,230
0.5,15,250
0.5,15,400
0.5,15,430
0.5,18,300
0.5,18,400
0.5,18,410
0.5,18,330
0.5,18,410
0.5,21,450
0.5,21,410
0.5,21,420
0.5,21,460
0.5,21,560
0.5,24,620
0.5,24,450
0.5,24,580
0.5,24,500
0.5,24,570
0.5,27,720
0.5,27,660
0.5,27,620
0.5,27,650
0.5,27,480
0.5,30,750
0.5,30,930
0.5,30,630
0.5,30,670
0.5,30,650
0.6,3,70
0.6,3,60
0.6,3,70
0.6,3,120
0.6,3,90
0.6,6,160
0.6,6,150
0.6,6,380
0.6,6,130
0.6,6,90
0.6,9,300
0.6,9,230
0.6,9,210
0.6,9,260
0.6,9,240
0.6,12,300
0.6,12,480
0.6,12,380
0.6,12,440
0.6,12,330
0.6,15,530
0.6,15,390
0.6,15,420
0.6,15,330
0.6,15,430
0.6,18,670
0.6,18,810
0.6,18,570
0.6,18,530
0.6,18,500
0.6,21,750
0.6,21,750
0.6,21,660
0.6,21,560
0.6,21,800
0.6,24,440
0.6,24,670
0.6,24,480
0.6,24,850
0.6,24,820
0.6,27,1070
0.6,27,1020
0.6,27,620
0.6,27,910
0.6,27,740
0.6,30,800
0.6,30,930
0.6,30,1020
0.6,30,970
0.6,30,870
0.7,3,60
0.7,3,240
0.7,3,260
0.7,3,200
0.7,3,140
0.7,6,230
0.7,6,250
0.7,6,200
0.7,6,350
0.7,6,500
0.7,9,360
0.7,9,350
0.7,9,270
0.7,9,510
0.7,9,300
0.7,12,550
0.7,12,520
0.7,12,600
0.7,12,490
0.7,12,400
0.7,15,810
0.7,15,670
0.7,15,850
0.7,15,610
0.7,15,450
0.7,18,870
0.7,18,880
0.7,18,570
0.7,18,860
0.7,18,770
0.7,21,890
0.7,21,950
0.7,21,690
0.7,21,690
0.7,21,1080
0.7,24,980
0.7,24,1330
0.7,24,1380
0.7,24,790
0.7,24,1210
0.7,27,1320
0.7,27,1690
0.7,27,1490
0.7,27,1780
0.7,27,1340
0.7,30,1750
0.7,30,1780
0.7,30,1340
0.7,30,1540
0.7,30,1320
0.8,3,130
0.8,3,80
0.8,3,140
0.8,3,130
0.8,3,190
0.8,6,400
0.8,6,1070
0.8,6,650
0.8,6,310
0.8,6,510
0.8,9,850
0.8,9,1270
0.8,9,910
0.8,9,860
0.8,9,610
0.8,12,1030
0.8,12,700
0.8,12,1810
0.8,12,1400
0.8,12,770
0.8,15,1260
0.8,15,910
0.8,15,1540
0.8,15,1470
0.8,15,1450
0.8,18,1480
0.8,18,2150
0.8,18,2360
0.8,18,1870
0.8,18,1840
0.8,21,2060
0.8,21,1720
0.8,21,1670
0.8,21,2240
0.8,21,1990
0.8,24,1740
0.8,24,2990
0.8,24,1970
0.8,24,2590
0.8,24,1890
0.8,27,2410
0.8,27,2360
0.8,27,3200
0.8,27,2840
0.8,27,2600
0.8,30,3320
0.8,30,2790
0.8,30,2740
0.8,30,2550
0.8,30,2930
