0.2,3,30
0.2,3,30
0.2,3,30
0.2,3,40
0.2,3,30
0.2,6,60
0.2,6,90
0.2,6,70
0.2,6,70
0.2,6,60
0.2,9,110
0.2,9,110
0.2,9,140
0.2,9,120
0.2,9,150
0.2,12,160
0.2,12,170
0.2,12,140
0.2,12,140
0.2,12,140
0.2,15,160
0.2,15,200
0.2,15,160
0.2,15,230
0.2,15,170
0.2,18,240
0.2,18,240
0.2,18,210
0.2,18,210
0.2,18,240
0.2,21,360
0.2,21,280
0.2,21,240
0.2,21,300
0.2,21,270
0.2,24,280
0.2,24,290
0.2,24,330
0.2,24,260
0.2,24,290
0.2,27,390
0.2,27,320
0.2,27,360
0.2,27,360
0.2,27,340
0.2,30,380
0.2,30,400
0.2,30,400
0.2,30,370
0.2,30,380
0.3,3,30
0.3,3,30
0.3,3,60
0.3,3,70
0.3,3,50
0.3,6,100
0.3,6,70
0.3,6,80
0.3,6,90
0.3,6,80
0.3,9,140
0.3,9,140
0.3,9,150
0.3,9,130
0.3,9,140
0.3,12,140
0.3,12,190
0.3,12,150
0.3,12,150
0.3,12,160
0.3,15,200
0.3,15,200
0.3,15,210
0.3,15,210
0.3,15,190
0.3,18,270
0.3,18,230
0.3,18,220
0.3,18,210
0.3,18,320
0.3,21,300
0.3,21,310
0.3,21,310
0.3,21,280
0.3,21,250
0.3,24,290
0.3,24,320
0.3,24,350
0.3,24,290
0.3,24,300
0.3,27,320
0.3,27,480
0.3,27,370
0.3,27,520
0.3,27,430
0.3,30,450
0.3,30,450
0.3,30,370
0.3,30,440
0.3,30,450
0.4,3,50
0.4,3,90
0.4,3,30
0.4,3,90
0.4,3,50
0.4,6,130
0.4,6,100
0.4,6,80
0.4,6,80
0.4,6,150
0.4,9,150
0.4,9,120
0.4,9,210
0.4,9,150
0.4,9,200
0.4,12,210
0.4,12,240
0.4,12,230
0.4,12,180
0.4,12,180
0.4,15,290
0.4,15,230
0.4,15,250
0.4,15,270
0.4,15,370
0.4,18,440
0.4,18,280
0.4,18,360
0.4,18,230
0.4,18,270
0.4,21,400
0.4,21,350
0.4,21,320
0.4,21,420
0.4,21,380
0.4,24,400
0.4,24,430
0.4,24,440
0.4,24,450
0.4,24,420
0.4,27,480
0.4,27,570
0.4,27,490
0.4,27,550
0.4,27,500
0.4,30,490
0.4,30,550
0.4,30,560
0.4,30,480
0.4,30,650
0.5,3,60
0.5,3,90
0.5,3,60
0.5,3,110
0.5,3,50
0.5,6,80
0.5,6,90
0.5,6,60
0.5,6,60
0.5,6,100
0.5,9,180
0.5,9,230
0.5,9,190
0.5,9,200
0.5,9,220
0.5,12,230
0.5,12,190
0.5,12,230
0.5,12,290
0.5,12,180
0.5,15,410
0.5,15,340
0.5,15,280
0.5,15,370
0.5,15,280
0.5,18,570
0.5,18,380
0.5,18,340
0.5,18,640
0.5,18,360
0.5,21,470
0.5,21,500
0.5,21,530
0.5,21,360
0.5,21,540
0.5,24,610
0.5,24,520
0.5,24,510
0.5,24,450
0.5,24,560
0.5,27,670
0.5,27,640
0.5,27,420
0.5,27,610
0.5,27,520
0.5,30,580
0.5,30,680
0.5,30,720
0.5,30,780
0.5,30,700
0.6,3,80
0.6,3,40
0.6,3,70
0.6,3,120
0.6,3,30
0.6,6,170
0.6,6,190
0.6,6,150
0.6,6,270
0.6,6,130
0.6,9,370
0.6,9,230
0.6,9,210
0.6,9,250
0.6,9,270
0.6,12,370
0.6,12,540
0.6,12,310
0.6,12,360
0.6,12,410
0.6,15,520
0.6,15,320
0.6,15,430
0.6,15,360
0.6,15,510
0.6,18,350
0.6,18,630
0.6,18,450
0.6,18,470
0.6,18,670
0.6,21,730
0.6,21,960
0.6,21,880
0.6,21,770
0.6,21,600
0.6,24,790
0.6,24,630
0.6,24,700
0.6,24,650
0.6,24,1050
0.6,27,690
0.6,27,850
0.6,27,600
0.6,27,880
0.6,27,730
0.6,30,890
0.6,30,890
0.6,30,970
0.6,30,1170
0.6,30,1180
0.7,3,120
0.7,3,60
0.7,3,250
0.7,3,90
0.7,3,150
0.7,6,200
0.7,6,360
0.7,6,200
0.7,6,390
0.7,6,340
0.7,9,310
0.7,9,520
0.7,9,280
0.7,9,610
0.7,9,300
0.7,12,570
0.7,12,600
0.7,12,350
0.7,12,400
0.7,12,680
0.7,15,790
0.7,15,660
0.7,15,870
0.7,15,580
0.7,15,760
0.7,18,790
0.7,18,1090
0.7,18,780
0.7,18,900
0.7,18,690
0.7,21,870
0.7,21,770
0.7,21,890
0.7,21,1060
0.7,21,1280
0.7,24,1000
0.7,24,1090
0.7,24,1050
0.7,24,1390
0.7,24,1630
0.7,27,1330
0.7,27,1280
0.7,27,1400
0.7,27,1320
0.7,27,1050
0.7,30,1580
0.7,30,1570
0.7,30,1270
0.7,30,1360
0.7,30,1490
0.8,3,70
0.8,3,120
0.8,3,130
0.8,3,480
0.8,3,330
0.8,6,330
0.8,6,450
0.8,6,630
0.8,6,430
0.8,6,730
0.8,9,1090
0.8,9,490
0.8,9,1300
0.8,9,560
0.8,9,700
0.8,12,980
0.8,12,790
0.8,12,1740
0.8,12,880
0.8,12,1230
0.8,15,1990
0.8,15,1130
0.8,15,1600
0.8,15,1490
0.8,15,1720
0.8,18,1960
0.8,18,1820
0.8,18,1650
0.8,18,2420
0.8,18,1790
0.8,21,1830
0.8,21,2020
0.8,21,2550
0.8,21,2000
0.8,21,2150
0.8,24,2160
0.8,24,1740
0.8,24,2010
0.8,24,2500
0.8,24,2660
0.8,27,2950
0.8,27,2860
0.8,27,1970
0.8,27,3150
0.8,27,2630
0.8,30,2850
0.8,30,2500
0.8,30,3140
0.8,30,2570
0.8,30,2280
